HugoID	observed	expected
PAQR3:3utr	0.004066604522654287	0.01062203169569234
G010497:lncrna.ncrna	0.004220064697259878	0.010748555944774614
G002281:lncrna.ncrna	0.004386740021101849	0.01087511706526911
USP49:5utr	0.004421837715408559	0.011001715078671963
6:2140600-2142400:enhancers	0.004448162847674582	0.011128350006498259
G003805:lncrna.ncrna	0.004500817899851631	0.01125502187028191
SORL1:3utr	0.004527147820149667	0.011381730691575527
SNHG12:lncrna.promCore	0.0045403133789357454	0.011508476491950791
RORB:promCore	0.004544701987224084	0.011635259292998076
HSP90AA1:promCore	0.004584201457584909	0.011762079116326816
MAPK10:5utr	0.004680770845199892	0.011888935983565387
USH2A:3utr	0.004794925994514951	0.012015829916360968
ZNF133:promCore	0.005124387911632171	0.012142760936379926
RP11-53O19.1:lncrna.ncrna	0.005265034434209273	0.01226972906530742
CIC:promCore	0.005308995815146011	0.012396734324847843
OIT3:3utr	0.005326581613591615	0.01252377673672443
TSPAN4:promCore	0.005572857591418219	0.01265085632267964
MRC2:3utr	0.005625649189684577	0.012777973104475019
EIF3L:5utr	0.005850085101730136	0.01290512710389108
RORA:3utr	0.0060526170265226545	0.013032318342727674
G021331:lncrna.ncrna	0.006140703853570159	0.013159546842803606
VPS36:3utr	0.006422701822589108	0.013286812625957017
RP11-71N10.1:lncrna.ncrna	0.006488821592201045	0.01341411571404525
TPD52:3utr	0.006638730348864213	0.013541456128944725
G043732:lncrna.ncrna	0.006674010518820603	0.013668833892551312
GEMIN2:promCore	0.006726936148097729	0.013796249026779952
SAMD12:3utr	0.0068857517458705796	0.013923701553565026
BRAF:3utr	0.006929877498474349	0.014051191494860239
GCNT1:3utr	0.007044625441598368	0.014178718872638482
LINC00908:3utr	0.007212388529850478	0.014306283708892207
HIAT1:3utr	0.007234467445666704	0.014433886025633055
HDAC7:promCore	0.007455318361150555	0.014561525844892221
SLC6A15:3utr	0.007503920638088461	0.01468920318872033
12:51456000-51457200:enhancers	0.007614400590732658	0.014816918079187318
SLC25A31:3utr	0.007658600442374632	0.014944670538382788
EML1:3utr	0.00782217901811907	0.015072460588415647
FGF2:3utr	0.00785313324827145	0.015200288251414526
B3GALT4:3utr	0.007884089684836023	0.015328153549527396
PRPF38A:3utr	0.007884089684836023	0.015456056504921952
DCUN1D3:3utr	0.007923894060143362	0.015583997139785475
RFX3:3utr	0.008180498694101163	0.01571197547632472
TSPAN9:3utr	0.008193775472393881	0.01583999153676626
G074941:lncrna.ncrna	0.008295577592558735	0.015968045343356153
ANKRD26P1:lncrna.ncrna	0.008410686992585093	0.016096136918360277
12:22749200-22750600:enhancers	0.008556831335274948	0.016224266284064218
DHRS9:5utr	0.008676440569537088	0.016352433462773142
6:139829600-139830400:enhancers	0.008738473143704144	0.016480638476812175
SEZ6:3utr	0.008804946449873665	0.016608881348526016
BBX:promCore	0.008933490365805643	0.016737162100279313
DARS:promCore	0.00894235686605403	0.01686548075445654
RP5-881L22.4:lncrna.ncrna	0.00901329538541928	0.016993837333461864
NEFL:lncrna.ncrna	0.009079810772537547	0.017122231859719533
GEMIN8:promCore	0.009306039320248418	0.017250664355673476
PREX2:3utr	0.009350411681145584	0.017379134843787697
MDGA1:3utr	0.009412540603792714	0.017507643346546146
G047720:lncrna.ncrna	0.009567901806475848	0.017636189886452578
G063965:lncrna.ncrna	0.009625621554294996	0.017764774486030945
NIT2:3utr	0.00967890813114795	0.017893397167825006
NCLN:3utr	0.009825479938519068	0.018022057954398752
MPP7:3utr	0.009883233932095567	0.01815075686833605
MAP2:3utr	0.010012097447068113	0.018279493932240983
PCYT1B:3utr	0.010038763638478505	0.018408269168737747
PCED1B:promCore	0.010292174152427122	0.018537082600470527
SLC36A1:3utr	0.010327752376126795	0.018665934250103853
13:54767400-54769600:enhancers	0.010367781361998113	0.018794824140322235
PAK6:promCore	0.010639186223752551	0.018923752293830542
SAAL1:promCore	0.010861775784210914	0.01905271873335387
RALY:promCore	0.010866228739285071	0.019181723481637405
RP11-441O15.3:lncrna.ncrna	0.011066658987858444	0.019310766561446823
QSOX1:3utr	0.011151312873564852	0.019439847995567888
PARK7:promCore	0.011302839970421686	0.019568967806806847
19:1976400-1981200:enhancers	0.011334043289552643	0.01969812601799028
SNHG12:lncrna.ncrna	0.0113518747642489	0.019827322651965004
RNF44:3utr	0.011490093522649559	0.019956557731598424
HOXA7:3utr	0.011686350545346502	0.020085831279778168
C1QTNF1:promCore	0.012123787467982304	0.020215143319412456
G020184:lncrna.ncrna	0.012155049828701853	0.020344493873429983
SEPT11:3utr	0.01264661126420635	0.020473882964779776
18:57410200-57413000:enhancers	0.01283891845695444	0.020603310616431593
ZBTB7A:3utr	0.012883653266938496	0.020732776851375524
HECW2:3utr	0.012919444432939249	0.020862281692622428
IL31:3utr	0.012964187538754775	0.020991825163203564
ELF3:5utr	0.013067114179116728	0.021121407286170943
KIAA1598:3utr	0.013331254986404532	0.02125102808459723
TRIM33:3utr	0.013371561777916933	0.021380687581575592
ARL6:promCore	0.013380519350739008	0.021510385800220095
PTBP2:3utr	0.013389477108319973	0.021640122763665316
HEMK1:3utr	0.013425309986385109	0.021769898495066727
NR2F2:promCore	0.013972128024384023	0.02189971301760055
PKN2:3utr	0.014196432836724455	0.022029566354463664
CNTN5:3utr	0.014227844757252339	0.022159458528873945
CACNA1E:3utr	0.014268234850925108	0.022289389564069922
SULF1:3utr	0.014308628701291707	0.022419359483311127
6:6981400-6983200:enhancers	0.014407385043986564	0.022549368309877988
MALAT1:lncrna.ncrna	0.014425343155609633	0.022679416067071693
G047911:lncrna.ncrna	0.014865549010461165	0.022809502778214568
G003174:lncrna.ncrna	0.01494645167327312	0.0229396284666497
VAMP2:3utr	0.015121792494974506	0.023069793155741328
DBNL:3utr	0.015558203833368154	0.02319999686887469
ADAM28:3utr	0.015661747161892593	0.02333023962945592
G017428:lncrna.ncrna	0.015720282573713953	0.023460521460912417
ADA:3utr	0.01584188133644182	0.02359084238669247
HNRNPUL1:promCore	0.016188850109731426	0.023721202430265678
EYA1:5utr	0.016288034980938736	0.02385160161512259
PDRG1:3utr	0.016459407675917578	0.023982039964775055
GPRIN2:3utr	0.016481961749880186	0.02411251750275614
PRDM1:3utr	0.016518050704687648	0.024243034252619946
HYAL1:5utr	0.016590237612296704	0.02437359023794204
17:17782200-17790400:enhancers	0.01677075739289204	0.024504185482319054
ANKRD13D:5utr	0.01691522726221155	0.024634820009369056
MIR133A1:lncrna.ncrna	0.017050711425501325	0.024765493842731433
G006834:lncrna.ncrna	0.017141057687924757	0.024896207006066772
VCAN:3utr	0.01736248549459818	0.02502695952305723
PAK6:5utr	0.017498109279943504	0.02515775141740616
SLC25A12:promCore	0.017538804675819315	0.025288582712838483
MAP3K3:3utr	0.01790976070420698	0.02541945343310057
EVX1:3utr	0.017918812371729972	0.025550363601960124
EIF3L:promCore	0.01796407353941585	0.02568131324320653
6:75287200-75288200:enhancers	0.018194978896332408	0.025812302380650513
PXN:promCore	0.018271974638383787	0.025943331038124545
X:135707400-135721400:enhancers	0.018371636454443206	0.026074399239482474
2:135984600-135985600:enhancers	0.018376167080444355	0.026205507008599905
SRF:promCore	0.018380697753710228	0.026336654369374074
RHOU:3utr	0.01852117207361023	0.026467841345723712
G043950:lncrna.ncrna	0.018874824710324933	0.026599067961589444
PRKAA1:3utr	0.018956477770732394	0.026730334240933396
IRF7:5utr	0.019010921674388406	0.026861640207739585
GPX3:3utr	0.01916067761134604	0.026992985886013787
RP11-318C4.2:lncrna.ncrna	0.01927416346773338	0.027124371299783404
SYT2:3utr	0.019669325575679936	0.027255796473097872
POU2F1:3utr	0.019732948479018197	0.027387261430028245
G051331:lncrna.ncrna	0.019746583171015242	0.027518766194667605
CHFR:promCore	0.019914779577951527	0.027650310791130932
YOD1:3utr	0.019978438452400892	0.027781895243554965
FAM84A:3utr	0.02000572368388825	0.027913519576098594
G006456:lncrna.ncrna	0.02001481914200567	0.02804518381294248
G051625:lncrna.ncrna	0.02001481914200567	0.028176887978289426
ITGB1BP1:3utr	0.020069395891295624	0.02830863209636428
ZFAND6:promCore	0.020451625295904902	0.028440416191413777
18:34335200-34339600:enhancers	0.02077040697784463	0.02857224028770693
MAGEA4:5utr	0.020774962697552694	0.02870410440953467
FOXN2:promCore	0.020843304228497877	0.028836008581210253
HNRNPUL1:5utr	0.02106206942497335	0.02896795282706889
G085874:lncrna.ncrna	0.021221655214121206	0.029099937171468145
VPS13D:5utr	0.021449736685816862	0.02923196163878778
RP5-1139B12.3:lncrna.ncrna	0.021728158389364812	0.029364026253429657
NFE2L2:3utr	0.021846884209754575	0.029496131039818102
EYA1:promCore	0.02203417166665884	0.02962827602239954
PLCXD3:3utr	0.02225810901266305	0.029760461225642857
MACC1:3utr	0.022349545205160987	0.029892686674039305
ERICH1:promCore	0.022372407261561627	0.03002495239210235
PLXNB1:promCore	0.022463867524070088	0.03015725840436807
FAM92A1:5utr	0.022495883166920687	0.030289604735394767
FAM134B:3utr	0.02251417887969448	0.030421991409763354
G050636:lncrna.ncrna	0.02258736943927838	0.030554418452077237
ARSB:5utr	0.02271090648516995	0.03068688588696217
17:1569600-1572200:enhancers	0.02289856699911146	0.030819393739066666
ACOT8:3utr	0.023049669748760996	0.030951942033061588
G031142:lncrna.ncrna	0.023058829181048665	0.031084530793640562
ROR2:3utr	0.02306340896963443	0.031217160045519828
TAOK1:3utr	0.02316875743886455	0.031349829813438125
TBC1D30:3utr	0.023347450224503494	0.031482540122157086
RP11-626P14.1:lncrna.ncrna	0.023370364874236986	0.03161529099646082
9:78883800-78885600:enhancers	0.023700469959510136	0.03174808246115641
HMGCLL1:3utr	0.023783035450614932	0.03188091454107347
PDE1C:3utr	0.023842675846683342	0.03201378726106456
LANCL3:3utr	0.0241272273894911	0.032146700646005076
PRR14L:3utr	0.0242971292798494	0.03227965472079309
G068521:lncrna.ncrna	0.0242971292798494	0.03241264951034975
MRPS12:promCore	0.024701487499903144	0.032545685039618924
BEND3:3utr	0.02511082398649151	0.03267876133356753
ZNF577:promCore	0.025386999052121478	0.03281187841718547
ZBTB5:3utr	0.02553897023141692	0.03294503631548547
SNHG18:lncrna.ncrna	0.025571213379883224	0.03307823505350348
BRWD1:3utr	0.02559424566590537	0.033211474656298264
PHF20L1:3utr	0.025750897613123793	0.033344755148951855
BLOC1S5:3utr	0.025889166859708147	0.03347807655656935
SEMA6D:promCore	0.025985981531906222	0.03361143890427882
RNF115:3utr	0.025995203102585376	0.03374484221723172
KIAA1147:3utr	0.026055148085238435	0.03387828652060247
MRPL48:3utr	0.02631808149601631	0.03401177183958885
HAUS4:3utr	0.026322695784042813	0.03414529819941191
G017836:lncrna.ncrna	0.0263319245071759	0.03427886562531577
XPO1:5utr	0.02660426010193541	0.034412474142568095
RAPGEF3:3utr	0.026622729715015614	0.03454612377645965
VSTM4:promCore	0.026710471105359866	0.03467981455230478
PLXDC2:3utr	0.026710471105359866	0.034813546495440995
STEAP2:3utr	0.0268074690597003	0.03494731963122937
HNRNPC:5utr	0.026872146400301365	0.035081133985054434
PFKFB2:3utr	0.02712170640868781	0.035214989582324024
2:36399400-36401400:enhancers	0.027135575059282782	0.0353488864484697
CDH8:3utr	0.027154067282357662	0.03548282460894632
SCN4A:3utr	0.02722342013249198	0.03561680408923247
TLE4:promCore	0.02727891038771387	0.03575082491483033
FAM64A:3utr	0.027413041116170996	0.03588488711126552
SLC6A5:3utr	0.027487062013398962	0.036018990704087546
DOCK8:3utr	0.02751945012352412	0.03615313571886934
GM2A:3utr	0.027824942540285925	0.03628732218120774
ZFHX4:3utr	0.02783420324165853	0.036421550116723274
CLVS2:3utr	0.027866617251635598	0.03655581955106011
RP11-340E6.1:lncrna.promCore	0.02790366479705878	0.0366901305098864
IFT172:promCore	0.028408752730726784	0.036824483018893905
NFATC4:3utr	0.028492218288743824	0.03695887710379841
CAPNS1:promCore	0.028492218288743824	0.037093312790339575
SLC5A7:3utr	0.028510768369128657	0.0372277901042808
IGFBP3:3utr	0.028520043706454043	0.037362309071409666
CD82:3utr	0.02854787090706396	0.037496869717537476
CRYM:promCore	0.02871023179002923	0.03763147206849977
RP11-298I3.5:3utr	0.028816959143838583	0.03776611615015589
MAPK10:promCore	0.028905145005670145	0.0379008019883894
OSTC:promCore	0.02893763904810118	0.03803552960910797
THBD:3utr	0.02898870602733059	0.03817029903824321
G059224:lncrna.ncrna	0.029160520857027656	0.038305110301751086
BLCAP:3utr	0.029332403686712576	0.038439963425611554
TRAPPC8:3utr	0.029420694285149145	0.03857485843582891
SLC4A4:3utr	0.029490410070177768	0.03870979535843172
CACNB4:3utr	0.029615926692079665	0.03884477421947263
EPS15L1:3utr	0.03000200140165784	0.038979795045028826
PEG10:3utr	0.030113701460847204	0.03911485786120158
GABRB2:promCore	0.03043499925392515	0.0392499626941167
6:38556000-38557200:enhancers	0.030458290941749674	0.039385109569924394
SLC35B4:3utr	0.030532832738245166	0.03952029851479911
G066990:lncrna.ncrna	0.030798491915025997	0.03965552955493998
CALD1:3utr	0.030873092131111925	0.03979080271657037
PLAA:3utr	0.03115295712462414	0.03992611802593837
MAGEA4:promCore	0.031988960891388925	0.04006147550931657
ATP2B2:3utr	0.03233504210180349	0.04019687519300199
DAG1:3utr	0.03233972076403071	0.04033231710331645
CDKN1A:3utr	0.03252690859585977	0.04046780126660622
G067346:lncrna.ncrna	0.03260648786207783	0.04060332770924243
CECR2:3utr	0.03279847434186961	0.040738896457620695
MIR146A:lncrna.ncrna	0.03291089606484437	0.04087450753816151
TYW3:promCore	0.0329483764404445	0.04101016097731014
MYH16:lncrna.ncrna	0.033013974882062064	0.04114585680153647
ANTXR2:5utr	0.03302803298017352	0.041281595037335424
MOB1B:3utr	0.03321551778483931	0.04141737571122656
KCNMA1:3utr	0.0332670902985798	0.041553198849754475
ABHD13:3utr	0.03418234835761306	0.04168906447948868
ZNF518A:lncrna.ncrna	0.03425753215090914	0.04182497262702348
NTN4:3utr	0.03450196940702346	0.04196092331897835
15:39575400-39580400:enhancers	0.03453488493141211	0.04209691658199757
SLC22A23:5utr	0.03468068367698364	0.04223295244275062
17:66922200-66923000:enhancers	0.03468068367698364	0.04236903092793204
IRAK1BP1:3utr	0.03468538767735093	0.042505152064261316
1:44791400-44793400:enhancers	0.035316185023959334	0.04264131587848328
ZNF831:3utr	0.03549052195073395	0.042777522397367714
SGMS1:5utr	0.03556121902484971	0.04291377164770976
11:32548000-32549800:enhancers	0.03566492888892078	0.04305006365632977
RAB39B:3utr	0.035702647707939024	0.0431863984500732
DNAJC10:3utr	0.035721508345985274	0.043322776055811044
GOLGA7B:3utr	0.0357309389721738	0.04345919650043935
TIAF1:5utr	0.03629715162737906	0.04359565981087976
GATAD2A:3utr	0.03631131640628137	0.0437321660140791
TNNI1:3utr	0.0366277835697105	0.04386871513700976
EXTL2:promCore	0.03668448861388872	0.04400530720666957
ZBTB40:3utr	0.0366986660318643	0.0441419422500817
UNC5D:3utr	0.03678374026026469	0.04427862029429504
2:150134200-150135400:enhancers	0.03691611108253028	0.0444153413663838
RP11-509J21.2:lncrna.promCore	0.037020145039929675	0.044552105493447965
RP11-188P17.2:lncrna.promCore	0.037162049701234254	0.044688912702613076
12:21978800-21981600:enhancers	0.037214093030082704	0.0448257630210302
HSPA12A:3utr	0.037374993669212826	0.044962656475876286
CHST3:3utr	0.0375975133447406	0.04509959309435375
TMEM196:3utr	0.03768750047836676	0.04523657290369094
UBE2M:promCore	0.03782014709123221	0.04537359593114196
PPM1H:3utr	0.037943355233399596	0.04551066220398655
TAF7:5utr	0.038132974500674266	0.04564777174953053
ERI2:promCore	0.038170908291016374	0.045784924595105345
ST8SIA1:3utr	0.038351139057003866	0.04592212076806852
C22orf46:3utr	0.03859789189967	0.04605936029580352
SECTM1:5utr	0.0386785915167062	0.0461966432057196
ADCY6:3utr	0.03875455779813054	0.04633396952525223
ZNF627:3utr	0.03927718600107275	0.04647133928186273
NACA:promCore	0.03930571109020634	0.04660875250303866
ULK2:3utr	0.039377032010982006	0.0467462092162935
LMO3:3utr	0.039381787155504	0.04688370944916701
7:31323400-31324000:enhancers	0.0394911698518238	0.0470212532292251
IDH3A:3utr	0.039529222465701036	0.04715884058405975
PRDM6:3utr	0.039567278414016985	0.04729647154128936
MEIS2:3utr	0.03981472339538905	0.047434146128558397
CBL:3utr	0.039829003369805834	0.047571864373537776
ARHGEF16:promCore	0.03986708559726137	0.04770962630392476
G043940:lncrna.ncrna	0.0399718289444975	0.0478474319474428
SOS1:3utr	0.040028972328784496	0.04798528133184197
WDR89:3utr	0.040376756670049294	0.04812317448489856
PHC3:3utr	0.04066758473179054	0.048261111434415485
TMEM198:promCore	0.04104452057908063	0.048399092208222166
SLC22A23:promCore	0.041139999294213296	0.048537116834174394
TRPM3:3utr	0.041278480726709046	0.04867518534015474
11:125472600-125473600:enhancers	0.04137878795715815	0.04881329775407217
POU5F1B:5utr	0.041694190163008044	0.048951454103862424
CLN3:3utr	0.04196676743370048	0.049089654417487937
FOXN2:3utr	0.04200503758689179	0.04922789872293767
DDIT4L:3utr	0.04213900968677088	0.04936618704822754
LAMB1:promCore	0.04226823622094734	0.04950451942140002
G015692:lncrna.ncrna	0.04229217128088292	0.04964289587052461
KCNV1:3utr	0.042354408610906266	0.049781316423697416
ZNF507:promCore	0.042383136540925195	0.049919781109041605
TFCP2L1:3utr	0.04239750121858224	0.05005828995470722
SCAMP1:3utr	0.042517225346388916	0.05019684298887112
AJUBA:promCore	0.04261781912625342	0.05033544023973732
MOXD1:5utr	0.04304919943025451	0.05047408173553667
10:93882600-93887200:enhancers	0.04319788524786963	0.05061276750452718
WBSCR17:3utr	0.04326505037086069	0.05075149757499398
ULK1:3utr	0.04327944424872636	0.05089027197524914
GABRA2:3utr	0.04327944424872636	0.051029090733632085
TET3:3utr	0.043284242314029824	0.05116795387850922
MVB12B:3utr	0.043466608086225156	0.05130686143827432
OSBPL10:promCore	0.043500210135188545	0.05144581344134844
SEPT9:5utr	0.04355301860829449	0.051584809916179725
ZIC1:5utr	0.043629842397444	0.05172385089124388
SMAD4:3utr	0.04382196134592358	0.05186293639504375
LINC00847:lncrna.ncrna	0.044047809762410524	0.052002066456109795
X:14369600-14370800:enhancers	0.044105492014460915	0.05214124110299967
KLHL42:3utr	0.04426896667910961	0.052280460364298675
CENPP:5utr	0.04433148796339843	0.05241972426861959
ADAMTS3:3utr	0.044403639092761876	0.0525590328446026
SIN3A:3utr	0.04444693552472776	0.05269838612091563
ANKRD32:promCore	0.04452872945266296	0.05283778412625404
GREB1:5utr	0.04454316527449623	0.05297722688934095
CARM1:promCore	0.04473087463706407	0.053116714438927196
PNPLA8:3utr	0.04513544749439146	0.053256246803791124
CRYZL1:promCore	0.04546323512046792	0.05339582401273908
ITPRIPL2:3utr	0.04558380750221018	0.05353544609460495
CDC14A:promCore	0.045689938895150155	0.05367511307825062
ZNRF3:3utr	0.04594572562337628	0.05381482499256581
NXPH1:5utr	0.04601814545410708	0.05395458186646799
DNAJB11:promCore	0.04602780234402696	0.054094383728902753
SLC35D1:3utr	0.04637076112787444	0.054234230608843456
SLC26A2:3utr	0.04641425412420127	0.05437412253529161
RAPGEF5:3utr	0.04677686524714375	0.054514059537276734
GLO1:3utr	0.04679621301383489	0.0546540416438563
ESRRB:promCore	0.04705749226170283	0.05479406888411608
PRSS21:promCore	0.04736736024262746	0.05493414128716977
G026181:lncrna.ncrna	0.047551449018276896	0.055074258882159464
18:34886800-34888000:enhancers	0.04774046340917945	0.055214421698255266
PAGE1:promCore	0.04803141550708925	0.05535462976465567
TIFA:3utr	0.0480362663605164	0.055494883110587485
MOXD1:promCore	0.04809933238609284	0.055635181765305665
FAM13B:3utr	0.04822549191827485	0.055775525758093754
RELA:5utr	0.04826431761008746	0.05591591511826347
CLK2:promCore	0.048303146773206206	0.056056349875155134
LIX1:3utr	0.04833227092396337	0.05619683005813753
DPP7:5utr	0.04855562098945464	0.056337355696607805
ABLIM1:3utr	0.04874507301890372	0.05647792681999184
CYS1:3utr	0.04888600119925487	0.05661854345774391
KCNQ1OT1:lncrna.ncrna	0.04892488598781162	0.05675920563934707
G043942:lncrna.ncrna	0.04908045996709648	0.056899913394313
SMAD5:3utr	0.04910477343635949	0.05704066675218196
SCN2B:3utr	0.0493431174954894	0.05718146574252311
GNB1L:3utr	0.04964975218616028	0.0573223103949342
TRAF7:3utr	0.049703313784597275	0.057463200739041924
10:24270600-24271400:enhancers	0.04977636297519711	0.057604136804501826
ZBTB39:3utr	0.04978610379569552	0.05774511862099818
POU5F1B:promCore	0.049829940191799905	0.05788614621824437
TIPARP-AS1:lncrna.promCore	0.04985916691423786	0.05802721962598254
COLCA1:3utr	0.05038070736741462	0.058168338873984045
13:76240600-76244600:enhancers	0.05048801765370874	0.05830950399204903
RPAP2:3utr	0.05070759858797432	0.0584507150100069
TMEM63C:3utr	0.0509468241575157	0.05859197195771614
ATRNL1:3utr	0.05095659126607124	0.058733274865064244
BTBD3:5utr	0.05114709380028646	0.058874623761968094
MAP4:promCore	0.05134256785867969	0.059016018678373555
MTIF3:promCore	0.051518569767479365	0.05915745964425595
G090257:lncrna.ncrna	0.05162127049619469	0.05929894668961987
PHIP:3utr	0.051831638272868324	0.05944047984449909
GALNT3:promCore	0.05197357177284622	0.059582059138956985
TYW3:5utr	0.05206658784390472	0.059723684603086094
EEF1D:5utr	0.05215962384117303	0.05986535626700859
3:179598800-179600800:enhancers	0.05230166458943722	0.06000707416087614
AF127577.10:lncrna.promCore	0.05256627811294924	0.06014883831486976
GRB10:3utr	0.05263490794554662	0.060290648759200254
KLHDC8A:promCore	0.05283105296249915	0.06043250552410781
CFL1:promCore	0.05283105296249915	0.06057440863986243
CORO2A:3utr	0.05285557731956764	0.06071635813676379
TGFBR2:promCore	0.052865387450173516	0.06085835404514112
RHBDD1:3utr	0.05301256600719522	0.061000396395353644
PELI2:5utr	0.05320397272853948	0.06114248521779013
CCDC19:promCore	0.05324815549289962	0.06128462054286944
MLLT3:3utr	0.05335617673259583	0.06142680240104008
COL5A2:3utr	0.05339055276230008	0.061569030822780625
RASD1:promCore	0.05353299673649186	0.061711305838599614
G046904:lncrna.ncrna	0.05355756076509006	0.06185362747903541
VCPIP1:3utr	0.05391143691577842	0.06199599577465664
GPX8:3utr	0.05392618801480348	0.062138410756061774
RP3-468K18.6:lncrna.ncrna	0.053950774293301626	0.062280872453879546
G021762:lncrna.ncrna	0.05400978704118253	0.06242338089876887
DPY19L4:3utr	0.05403437805297817	0.06256593612141867
C15orf52:3utr	0.054186873412661526	0.06270853815254832
RASD1:5utr	0.054280364784090755	0.06285118702290723
