GENE_ID	Q_VALUE
enhancers::chr2:242352800-242355800::NA::NA	0.9858060721442886
enhancers::chr6:136132400-136133800::NA::NA	0.9858060721442886
enhancers::chr3:22364200-22365000::NA::NA	0.9858060721442886
enhancers::chr4:96012400-96013800::NA::NA	0.9858060721442886
enhancers::chr16:9282400-9283200::NA::NA	0.9864210358565736
enhancers::chr17:4858400-4863800::NA::NA	0.9895968007850834
enhancers::chr17:43179000-43187000::NA::NA	0.9902388487804878
enhancers::chr5:44089400-44090400::NA::NA	0.9908385014409222
enhancers::chr9:131897800-131900400::NA::NA	0.9908385014409222
enhancers::chr6:130739000-130739800::NA::NA	0.9916544966442952
enhancers::chr2:36877000-36878400::NA::NA	0.9934193922127256
enhancers::chr18:19649200-19650200::NA::NA	0.9939873089071384
enhancers::chr1:245115400-245117800::NA::NA	0.995809584702719
enhancers::chr22:24163600-24168200::NA::NA	0.995809584702719
enhancers::chr4:85287200-85288600::NA::NA	0.995809584702719
enhancers::chr7:155554800-155560800::NA::NA	0.995809584702719
enhancers::chr2:62881000-62883800::NA::NA	0.995809584702719
enhancers::chr3:148271400-148272400::NA::NA	0.995809584702719
enhancers::chr2:56037000-56037600::NA::NA	0.995809584702719
enhancers::chr3:35721600-35723000::NA::NA	0.995809584702719
enhancers::chr3:43300200-43302000::NA::NA	0.9966538804638716
enhancers::chr7:94037400-94055000::NA::NA	1.0
enhancers::chr13:23218800-23219600::NA::NA	1.0
enhancers::chr5:80818400-80820000::NA::NA	1.0
enhancers::chr13:38219200-38221600::NA::NA	1.0
enhancers::chrX:123511400-123513800::NA::NA	1.0
enhancers::chr17:65779200-65781000::NA::NA	1.0
enhancers::chrX:122395200-122398000::NA::NA	1.0
enhancers::chr3:26301200-26302200::NA::NA	1.0
enhancers::chr14:59348800-59349800::NA::NA	1.0
enhancers::chr8:27096400-27097600::NA::NA	1.0
enhancers::chr2:215970000-215972600::NA::NA	1.0
enhancers::chr17:53395400-53398600::NA::NA	1.0
enhancers::chr12:92211400-92214000::NA::NA	1.0
enhancers::chr5:52654800-52659200::NA::NA	1.0
enhancers::chr1:182971400-182973600::NA::NA	1.0
enhancers::chr12:20754800-20756800::NA::NA	1.0
enhancers::chr6:3592000-3595000::NA::NA	1.0
enhancers::chr2:182709200-182711400::NA::NA	1.0
enhancers::chr12:68018600-68024200::NA::NA	1.0
enhancers::chr2:150637600-150638800::NA::NA	1.0
enhancers::chr4:154965200-154966600::NA::NA	1.0
enhancers::chr2:20377800-20390600::NA::NA	1.0
enhancers::chr7:55476000-55478200::NA::NA	1.0
enhancers::chr14:55665400-55666600::NA::NA	1.0
enhancers::chr4:1843400-1846000::NA::NA	1.0
enhancers::chr6:69405400-69406000::NA::NA	1.0
enhancers::chr14:30729600-30730600::NA::NA	1.0
enhancers::chr3:194379200-194382800::NA::NA	1.0
enhancers::chr17:50310200-50311400::NA::NA	1.0
enhancers::chr9:73406800-73407400::NA::NA	1.0
enhancers::chr4:23905600-23907000::NA::NA	1.0
enhancers::chr12:24530800-24533400::NA::NA	1.0
enhancers::chr12:26037800-26042200::NA::NA	1.0
enhancers::chr5:68371000-68372400::NA::NA	1.0
enhancers::chr7:40684000-40685000::NA::NA	1.0
enhancers::chr3:121784400-121789200::NA::NA	1.0
enhancers::chr9:113879600-113881200::NA::NA	1.0
enhancers::chr6:53775600-53778400::NA::NA	1.0
enhancers::chr10:97404400-97409200::NA::NA	1.0
enhancers::chr9:113940600-113942200::NA::NA	1.0
enhancers::chr6:114751600-114754000::NA::NA	1.0
enhancers::chr12:48172400-48178200::NA::NA	1.0
enhancers::chr4:16660400-16662800::NA::NA	1.0
enhancers::chr5:121668200-121669600::NA::NA	1.0
enhancers::chr6:80094400-80096200::NA::NA	1.0
enhancers::chr11:10994400-10995600::NA::NA	1.0
enhancers::chr8:118237600-118238400::NA::NA	1.0
enhancers::chr8:35575200-35577000::NA::NA	1.0
enhancers::chr6:159202200-159211200::NA::NA	1.0
enhancers::chr16:54517000-54520400::NA::NA	1.0
enhancers::chr9:135293800-135295000::NA::NA	1.0
enhancers::chr19:1420600-1426400::NA::NA	1.0
enhancers::chr6:128980400-128981600::NA::NA	1.0
enhancers::chr1:222163000-222163800::NA::NA	1.0
enhancers::chr15:89619400-89621200::NA::NA	1.0
enhancers::chr20:51552000-51553800::NA::NA	1.0
enhancers::chr8:31690400-31691600::NA::NA	1.0
enhancers::chr10:93305400-93306200::NA::NA	1.0
enhancers::chr20:43083000-43084600::NA::NA	1.0
enhancers::chr9:33185000-33188600::NA::NA	1.0
enhancers::chr8:30560000-30562600::NA::NA	1.0
enhancers::chr7:46589200-46590600::NA::NA	1.0
enhancers::chr17:17026000-17038800::NA::NA	1.0
enhancers::chr13:98769800-98770400::NA::NA	1.0
enhancers::chr12:19297200-19298400::NA::NA	1.0
enhancers::chr4:86379000-86379600::NA::NA	1.0
enhancers::chr12:64497600-64498600::NA::NA	1.0
enhancers::chr2:152699200-152702800::NA::NA	1.0
enhancers::chr1:101088800-101089600::NA::NA	1.0
enhancers::chr22:33695000-33696400::NA::NA	1.0
enhancers::chr5:1485000-1488800::NA::NA	1.0
enhancers::chr10:46990600-46993800::NA::NA	1.0
enhancers::chr12:80493200-80495800::NA::NA	1.0
enhancers::chr5:41193200-41195600::NA::NA	1.0
enhancers::chr2:221484200-221484800::NA::NA	1.0
enhancers::chr4:78500000-78501200::NA::NA	1.0
enhancers::chr9:37434400-37439400::NA::NA	1.0
enhancers::chr1:210650600-210652600::NA::NA	1.0
enhancers::chr12:92404000-92405800::NA::NA	1.0
enhancers::chr6:82732200-82733000::NA::NA	1.0
enhancers::chr8:72605400-72607600::NA::NA	1.0
enhancers::chr1:172940000-172941200::NA::NA	1.0
enhancers::chr7:128391400-128393200::NA::NA	1.0
enhancers::chr3:24491400-24492400::NA::NA	1.0
enhancers::chr1:222448600-222450200::NA::NA	1.0
enhancers::chr9:76994200-76995200::NA::NA	1.0
enhancers::chr7:104003000-104004800::NA::NA	1.0
enhancers::chr12:52025000-52026400::NA::NA	1.0
enhancers::chr1:159526600-159527200::NA::NA	1.0
enhancers::chr18:33132200-33133400::NA::NA	1.0
enhancers::chr11:94406000-94414000::NA::NA	1.0
enhancers::chr2:228293000-228294200::NA::NA	1.0
enhancers::chr10:45676000-45677200::NA::NA	1.0
enhancers::chr8:18963200-18964400::NA::NA	1.0
enhancers::chr5:57700600-57704400::NA::NA	1.0
enhancers::chr8:97824000-97825600::NA::NA	1.0
enhancers::chr3:179598800-179600800::NA::NA	1.0
enhancers::chr13:76240600-76244600::NA::NA	1.0
enhancers::chr10:24270600-24271400::NA::NA	1.0
enhancers::chr18:34886800-34888000::NA::NA	1.0
enhancers::chrX:14369600-14370800::NA::NA	1.0
enhancers::chr10:93882600-93887200::NA::NA	1.0
enhancers::chr11:125472600-125473600::NA::NA	1.0
enhancers::chr7:31323400-31324000::NA::NA	1.0
enhancers::chr12:21978800-21981600::NA::NA	1.0
enhancers::chr2:150134200-150135400::NA::NA	1.0
enhancers::chr11:32548000-32549800::NA::NA	1.0
enhancers::chr1:44791400-44793400::NA::NA	1.0
enhancers::chr17:66922200-66923000::NA::NA	1.0
enhancers::chr15:39575400-39580400::NA::NA	1.0
enhancers::chr6:38556000-38557200::NA::NA	1.0
enhancers::chr2:36399400-36401400::NA::NA	1.0
enhancers::chr9:78883800-78885600::NA::NA	1.0
enhancers::chr17:1569600-1572200::NA::NA	1.0
enhancers::chr18:34335200-34339600::NA::NA	1.0
enhancers::chr2:135984600-135985600::NA::NA	1.0
enhancers::chrX:135707400-135721400::NA::NA	1.0
enhancers::chr6:75287200-75288200::NA::NA	1.0
enhancers::chr17:17782200-17790400::NA::NA	1.0
enhancers::chr6:6981400-6983200::NA::NA	1.0
enhancers::chr18:57410200-57413000::NA::NA	1.0
enhancers::chr19:1976400-1981200::NA::NA	1.0
enhancers::chr13:54767400-54769600::NA::NA	1.0
enhancers::chr6:139829600-139830400::NA::NA	1.0
enhancers::chr12:22749200-22750600::NA::NA	1.0
enhancers::chr12:51456000-51457200::NA::NA	1.0
enhancers::chr6:2140600-2142400::NA::NA	1.0
enhancers::chr9:127331000-127334000::NA::NA	1.0
enhancers::chr17:34240000-34243000::NA::NA	1.0
enhancers::chr2:38861400-38862600::NA::NA	1.0
enhancers::chr22:29672600-29676200::NA::NA	1.0
enhancers::chr5:124148200-124149000::NA::NA	1.0
enhancers::chr5:132621000-132621800::NA::NA	1.0
enhancers::chr14:76350200-76353600::NA::NA	1.0
enhancers::chr4:145485400-145486000::NA::NA	1.0
gc19_pc.3utr::gencode::CNTF::ENSG00000242689.1	0.005436
gc19_pc.3utr::gencode::NSD1::ENSG00000165671.14	0.332955
gc19_pc.3utr::gencode::ABHD10::ENSG00000144827.4	0.3341151219512195
gc19_pc.3utr::gencode::PCDHB4::ENSG00000081818.1	0.34220375
gc19_pc.3utr::gencode::PPP4R4::ENSG00000119698.7	0.3869914285714285
gc19_pc.3utr::gencode::TTC39C::ENSG00000168234.8	0.3892247058823529
gc19_pc.3utr::gencode::CISH::ENSG00000114737.11	0.4152215094339623
gc19_pc.3utr::gencode::MORC4::ENSG00000133131.10	0.4152215094339623
gc19_pc.3utr::gencode::GNG7::ENSG00000176533.8	0.4614034782608696
gc19_pc.3utr::gencode::FBXO15::ENSG00000141665.7	0.4614034782608696
gc19_pc.3utr::gencode::TMEM64::ENSG00000180694.9	0.4614034782608696
gc19_pc.3utr::gencode::PHACTR1::ENSG00000112137.12	0.4838711111111111
gc19_pc.3utr::gencode::ELOVL7::ENSG00000164181.9	0.4838711111111111
gc19_pc.3utr::gencode::ELF3::ENSG00000163435.11	0.4838711111111111
gc19_pc.3utr::gencode::PRKAB2::ENSG00000131791.6	0.4838711111111111
gc19_pc.3utr::gencode::PCCB::ENSG00000114054.9	0.4838711111111111
gc19_pc.3utr::gencode::ARHGEF17::ENSG00000110237.3	0.4969143529411765
gc19_pc.3utr::gencode::FER::ENSG00000151422.8	0.4969143529411765
gc19_pc.3utr::gencode::ATP1B2::ENSG00000129244.4	0.5358633707865168
gc19_pc.3utr::gencode::ZBTB10::ENSG00000205189.7	0.5397593478260869
gc19_pc.3utr::gencode::TMEM192::ENSG00000170088.9	0.5455483870967742
gc19_pc.3utr::gencode::AFF2::ENSG00000155966.9	0.5537053846153845
gc19_pc.3utr::gencode::STAU2::ENSG00000040341.13	0.5537053846153845
gc19_pc.3utr::gencode::MGAT4A::ENSG00000071073.8	0.5537053846153845
gc19_pc.3utr::gencode::B3GAT1::ENSG00000109956.8	0.6068140909090909
gc19_pc.3utr::gencode::HOXB3::ENSG00000120093.7	0.6068140909090909
gc19_pc.3utr::gencode::MESDC2::ENSG00000117899.6	0.6068140909090909
gc19_pc.3utr::gencode::SCN1B::ENSG00000105711.6	0.6068140909090909
gc19_pc.3utr::gencode::RICTOR::ENSG00000164327.8	0.6068140909090909
gc19_pc.3utr::gencode::RAMP1::ENSG00000132329.6	0.6068140909090909
gc19_pc.3utr::gencode::HOXA4::ENSG00000197576.9	0.6068140909090909
gc19_pc.3utr::gencode::TMOD2::ENSG00000128872.5	0.6068140909090909
gc19_pc.3utr::gencode::ZNF169::ENSG00000175787.12	0.6068140909090909
gc19_pc.3utr::gencode::AGMO::ENSG00000187546.9	0.6068140909090909
gc19_pc.3utr::gencode::COL9A2::ENSG00000049089.9	0.6068140909090909
gc19_pc.3utr::gencode::RBM24::ENSG00000112183.10	0.6068140909090909
gc19_pc.3utr::gencode::INADL::ENSG00000132849.14	0.6068140909090909
gc19_pc.3utr::gencode::LIMK2::ENSG00000182541.13	0.6068140909090909
gc19_pc.3utr::gencode::IFNAR1::ENSG00000142166.8	0.6068140909090909
gc19_pc.3utr::gencode::GATAD2B::ENSG00000143614.7	0.6068140909090909
gc19_pc.3utr::gencode::SUGT1::ENSG00000165416.10	0.6068140909090909
gc19_pc.3utr::gencode::GDAP2::ENSG00000196505.6	0.6068140909090909
gc19_pc.3utr::gencode::SNCA::ENSG00000145335.11	0.6068140909090909
gc19_pc.3utr::gencode::LMX1B::ENSG00000136944.13	0.6068140909090909
gc19_pc.3utr::gencode::NPFFR1::ENSG00000148734.7	0.6068140909090909
gc19_pc.3utr::gencode::TMPRSS2::ENSG00000184012.7	0.6068140909090909
gc19_pc.3utr::gencode::PARVA::ENSG00000197702.7	0.6068140909090909
gc19_pc.3utr::gencode::COMT::ENSG00000093010.7	0.6068140909090909
gc19_pc.3utr::gencode::GPC6::ENSG00000183098.6	0.6068140909090909
gc19_pc.3utr::gencode::SLC22A16::ENSG00000004809.9	0.6158324590163935
gc19_pc.3utr::gencode::GFRA1::ENSG00000151892.10	0.62007327014218
gc19_pc.3utr::gencode::PPM1A::ENSG00000100614.13	0.62007327014218
gc19_pc.3utr::gencode::CBX5::ENSG00000094916.9	0.62007327014218
gc19_pc.3utr::gencode::PRTG::ENSG00000166450.8	0.62007327014218
gc19_pc.3utr::gencode::ZNF24::ENSG00000172466.11	0.62007327014218
gc19_pc.3utr::gencode::CNNM4::ENSG00000158158.7	0.62007327014218
gc19_pc.3utr::gencode::SLC25A24::ENSG00000085491.11	0.6295327272727272
gc19_pc.3utr::gencode::LAPTM4B::ENSG00000104341.12	0.6295327272727272
gc19_pc.3utr::gencode::KCNC1::ENSG00000129159.6	0.6295327272727272
gc19_pc.3utr::gencode::TBC1D1::ENSG00000065882.11	0.6295327272727272
gc19_pc.3utr::gencode::PRICKLE1::ENSG00000139174.6	0.6295327272727272
gc19_pc.3utr::gencode::PPARGC1B::ENSG00000155846.12	0.6435658227848101
gc19_pc.3utr::gencode::CDS2::ENSG00000101290.9	0.6481471369294606
gc19_pc.3utr::gencode::MTHFSD::ENSG00000103248.13	0.6600377777777777
gc19_pc.3utr::gencode::GPR26::ENSG00000154478.3	0.68899488
gc19_pc.3utr::gencode::PLEKHO2::ENSG00000241839.5	0.68899488
gc19_pc.3utr::gencode::PLXDC1::ENSG00000161381.9	0.68899488
gc19_pc.3utr::gencode::MNT::ENSG00000070444.10	0.68899488
gc19_pc.3utr::gencode::GCLC::ENSG00000001084.6	0.7012371102661598
gc19_pc.3utr::gencode::GALNT5::ENSG00000136542.4	0.7012371102661598
gc19_pc.3utr::gencode::SIK1::ENSG00000142178.7	0.7043178217821782
gc19_pc.3utr::gencode::BAHD1::ENSG00000140320.7	0.7043178217821782
gc19_pc.3utr::gencode::ARPC4::ENSG00000241553.8	0.7043178217821782
gc19_pc.3utr::gencode::PCDH10::ENSG00000138650.7	0.7043178217821782
gc19_pc.3utr::gencode::FAXC::ENSG00000146267.11	0.7043178217821782
gc19_pc.3utr::gencode::C1orf173::ENSG00000178965.9	0.7043178217821782
gc19_pc.3utr::gencode::HDAC11::ENSG00000163517.10	0.7043178217821782
gc19_pc.3utr::gencode::C1orf21::ENSG00000116667.8	0.7043178217821782
gc19_pc.3utr::gencode::DPP10::ENSG00000175497.12	0.7043178217821782
gc19_pc.3utr::gencode::DNAJC18::ENSG00000170464.5	0.7043178217821782
gc19_pc.3utr::gencode::CCNH::ENSG00000134480.9	0.7065068789808917
gc19_pc.3utr::gencode::C8orf34::ENSG00000165084.11	0.7065068789808917
gc19_pc.3utr::gencode::ATXN2::ENSG00000204842.10	0.7065068789808917
gc19_pc.3utr::gencode::FGF23::ENSG00000118972.1	0.7065068789808917
gc19_pc.3utr::gencode::PTPRD::ENSG00000153707.11	0.7084387058823529
gc19_pc.3utr::gencode::HOOK1::ENSG00000134709.6	0.7084387058823529
gc19_pc.3utr::gencode::STK4::ENSG00000101109.7	0.7084387058823529
gc19_pc.3utr::gencode::KCNJ11::ENSG00000187486.5	0.7084387058823529
gc19_pc.3utr::gencode::RGS5::ENSG00000143248.8	0.7084387058823529
gc19_pc.3utr::gencode::CNTN1::ENSG00000018236.10	0.7084387058823529
gc19_pc.3utr::gencode::FAM168A::ENSG00000054965.6	0.7106387683284457
gc19_pc.3utr::gencode::RNF216::ENSG00000011275.14	0.7178289637305699
gc19_pc.3utr::gencode::NFAT5::ENSG00000102908.16	0.7178289637305699
gc19_pc.3utr::gencode::SLC6A3::ENSG00000142319.14	0.7178289637305699
gc19_pc.3utr::gencode::GPR157::ENSG00000180758.10	0.7178289637305699
gc19_pc.3utr::gencode::C9orf85::ENSG00000155621.10	0.7178289637305699
gc19_pc.3utr::gencode::PANK2::ENSG00000125779.17	0.7178289637305699
gc19_pc.3utr::gencode::MPLKIP::ENSG00000168303.6	0.7178289637305699
gc19_pc.3utr::gencode::CEP97::ENSG00000182504.6	0.7178289637305699
gc19_pc.3utr::gencode::CLASP2::ENSG00000163539.11	0.7178289637305699
gc19_pc.3utr::gencode::ZNF736::ENSG00000234444.5	0.7178289637305699
gc19_pc.3utr::gencode::SMPD1::ENSG00000166311.5	0.7178289637305699
gc19_pc.3utr::gencode::SEPT6::ENSG00000125354.18	0.7178289637305699
gc19_pc.3utr::gencode::MED22::ENSG00000148297.11	0.7178289637305699
gc19_pc.3utr::gencode::KDR::ENSG00000128052.8	0.7178289637305699
gc19_pc.3utr::gencode::MOB3B::ENSG00000120162.9	0.7178361439588689
gc19_pc.3utr::gencode::DFFA::ENSG00000160049.7	0.7205690464547677
gc19_pc.3utr::gencode::KIAA1671::ENSG00000197077.8	0.7205690464547677
gc19_pc.3utr::gencode::STAG1::ENSG00000118007.8	0.7205690464547677
gc19_pc.3utr::gencode::AXL::ENSG00000167601.7	0.7205690464547677
gc19_pc.3utr::gencode::ATP8B3::ENSG00000130270.12	0.7205690464547677
gc19_pc.3utr::gencode::GNL1::ENSG00000204590.8	0.7205690464547677
gc19_pc.3utr::gencode::MAP4K4::ENSG00000071054.11	0.7241215942028985
gc19_pc.3utr::gencode::CDC42BPA::ENSG00000143776.14	0.7241215942028985
gc19_pc.3utr::gencode::ZC3H13::ENSG00000123200.12	0.7268907692307692
gc19_pc.3utr::gencode::KIF5B::ENSG00000170759.10	0.7286456115107913
gc19_pc.3utr::gencode::KDELC2::ENSG00000178202.8	0.7309192840095465
gc19_pc.3utr::gencode::DPP8::ENSG00000074603.14	0.7378558018867925
gc19_pc.3utr::gencode::XKR4::ENSG00000206579.7	0.750763611111111
gc19_pc.3utr::gencode::MTMR9::ENSG00000104643.5	0.7512830769230769
gc19_pc.3utr::gencode::TLL2::ENSG00000095587.8	0.7512830769230769
gc19_pc.3utr::gencode::DNAL1::ENSG00000119661.10	0.7512830769230769
gc19_pc.3utr::gencode::ENDOD1::ENSG00000149218.4	0.7516549775784752
gc19_pc.3utr::gencode::NEK9::ENSG00000119638.8	0.7516549775784752
gc19_pc.3utr::gencode::RAB37::ENSG00000172794.15	0.7609136653386455
gc19_pc.3utr::gencode::HIST1H2BD::ENSG00000158373.7	0.7609136653386455
gc19_pc.3utr::gencode::TMEM56::ENSG00000152078.5	0.7609136653386455
gc19_pc.3utr::gencode::TIMP3::ENSG00000100234.11	0.7609136653386455
gc19_pc.3utr::gencode::PLCB2::ENSG00000137841.7	0.7609136653386455
gc19_pc.3utr::gencode::STON1::ENSG00000243244.1	0.7609136653386455
gc19_pc.3utr::gencode::VPREB3::ENSG00000128218.7	0.7609136653386455
gc19_pc.3utr::gencode::LIN7C::ENSG00000148943.7	0.7609136653386455
gc19_pc.3utr::gencode::KIAA1958::ENSG00000165185.10	0.7609136653386455
gc19_pc.3utr::gencode::CCDC28B::ENSG00000160050.10	0.7609136653386455
gc19_pc.3utr::gencode::RAB11A::ENSG00000103769.5	0.7609136653386455
gc19_pc.3utr::gencode::PLEKHA8::ENSG00000106086.14	0.7730679310344828
gc19_pc.3utr::gencode::FAM122C::ENSG00000156500.10	0.7730679310344828
gc19_pc.3utr::gencode::TBC1D16::ENSG00000167291.11	0.7730679310344828
gc19_pc.3utr::gencode::ADAMTS19::ENSG00000145808.4	0.7730679310344828
gc19_pc.3utr::gencode::BCL2::ENSG00000171791.10	0.7737477528089888
gc19_pc.3utr::gencode::POU2F2::ENSG00000028277.16	0.7737477528089888
gc19_pc.3utr::gencode::STK38::ENSG00000112079.8	0.7737477528089888
gc19_pc.3utr::gencode::IRF2BP2::ENSG00000168264.6	0.7743114236706689
gc19_pc.3utr::gencode::BMPR1B::ENSG00000138696.6	0.7743114236706689
gc19_pc.3utr::gencode::FLJ27365::ENSG00000197182.8	0.7743114236706689
gc19_pc.3utr::gencode::GSTO2::ENSG00000065621.10	0.7743114236706689
gc19_pc.3utr::gencode::SHROOM3::ENSG00000138771.10	0.7743114236706689
